timestamp,Carrier,AvgTicketPrice,Cancelled,DestWeather,DistanceKilometers,FlightTimeHour,Origin,Dest,timestamp
"Nov 29, 2020 @ 19:09:06.000",JetBeats,"$1,009.98",false,Clear,"9,097.339","8.423462248010326","Chubu Centrair International Airport","Los Angeles International Airport","Nov 29, 2020 @ 19:09:06.000"
"Nov 29, 2020 @ 19:07:47.000",JetBeats,"$1,097.93",false,Hail,"9,988.444","17.09827161597061","Mariscal Sucre International Airport","Oslo Gardermoen Airport","Nov 29, 2020 @ 19:07:47.000"
"Nov 29, 2020 @ 18:57:32.000","ES-Air","$827.2",false,Hail,"7,240.283","7.098316578909179","Ukrainka Air Base","Vienna International Airport","Nov 29, 2020 @ 18:57:32.000"
"Nov 29, 2020 @ 18:44:58.000","Logstash Airways","$994.13",false,"Heavy Fog","431.315","0.3594287938387944","Treviso-Sant'Angelo Airport","Vienna International Airport","Nov 29, 2020 @ 18:44:58.000"
"Nov 29, 2020 @ 18:27:53.000","Kibana Airlines","$865.54",true,"Thunder & Lightning","6,749.966","5.624971749861601","Birmingham-Shuttlesworth International Airport","Manchester Airport","Nov 29, 2020 @ 18:27:53.000"
"Nov 29, 2020 @ 18:22:37.000",JetBeats,"$855.99",false,Sunny,"8,916.987","10.615460566372445","Licenciado Benito Juarez International Airport","London Heathrow Airport","Nov 29, 2020 @ 18:22:37.000"
"Nov 29, 2020 @ 18:19:42.000","Logstash Airways","$742.28",false,Cloudy,"1,848.485","1.5404042544932797","Pisa International Airport","Stockholm-Arlanda Airport","Nov 29, 2020 @ 18:19:42.000"
"Nov 29, 2020 @ 18:18:46.000",JetBeats,"$1,003.83",false,"Thunder & Lightning","1,426.418","1.8287415898953643","Oslo Gardermoen Airport","Zurich Airport","Nov 29, 2020 @ 18:18:46.000"
"Nov 29, 2020 @ 18:17:21.000",JetBeats,"$1,079.89",false,Clear,"7,455.938","6.213281743286051","General Mitchell International Airport","Warsaw Chopin Airport","Nov 29, 2020 @ 18:17:21.000"
"Nov 29, 2020 @ 18:00:48.000","ES-Air","$1,189.35",false,Cloudy,"7,667.283","7.09933624515724","Ukrainka Air Base","Venice Marco Polo Airport","Nov 29, 2020 @ 18:00:48.000"
"Nov 29, 2020 @ 17:55:22.000","Kibana Airlines","$764.98",false,"Thunder & Lightning","8,841.012","8.186122391934699","Dublin Airport","Mariscal Sucre International Airport","Nov 29, 2020 @ 17:55:22.000"
"Nov 29, 2020 @ 17:52:57.000",JetBeats,"$513.83",false,Clear,"10,845.568","15.063289304202026","General Mitchell International Airport","Jeju International Airport","Nov 29, 2020 @ 17:52:57.000"
"Nov 29, 2020 @ 17:52:31.000",JetBeats,"$592.4",false,Clear,"8,997.97","15.24774483875924","El Dorado International Airport","Turin Airport","Nov 29, 2020 @ 17:52:31.000"
"Nov 29, 2020 @ 17:37:42.000","Kibana Airlines","$883.36",true,Clear,"9,260.234","9.716861862318812","Shanghai Pudong International Airport","Turin Airport","Nov 29, 2020 @ 17:37:42.000"
"Nov 29, 2020 @ 17:37:00.000","ES-Air","$793.57",false,Rain,"9,557.808","7.5855621380738265","San Francisco International Airport","Turin Airport","Nov 29, 2020 @ 17:37:00.000"
"Nov 29, 2020 @ 17:18:42.000","Logstash Airways","$1,050.59",false,Cloudy,"11,598.813","9.205406769654276","Chengdu Shuangliu International Airport","Ottawa Macdonald-Cartier International Airport","Nov 29, 2020 @ 17:18:42.000"
"Nov 29, 2020 @ 17:18:42.000","ES-Air","$250.84",false,Clear,0,0,"Vienna International Airport","Vienna International Airport","Nov 29, 2020 @ 17:18:42.000"
"Nov 29, 2020 @ 17:06:44.000","Logstash Airways","$652.97",false,Cloudy,"2,374.584","4.638426630827582","Naples International Airport","Sheremetyevo International Airport","Nov 29, 2020 @ 17:06:44.000"
"Nov 29, 2020 @ 17:03:26.000","Logstash Airways","$528.09",false,Clear,"7,991.787","6.342688488678476","Beijing Capital International Airport","Zurich Airport","Nov 29, 2020 @ 17:03:26.000"
"Nov 29, 2020 @ 17:01:41.000",JetBeats,"$913",false,Rain,"7,836.733","7.256234218514992","Shanghai Pudong International Airport","Sydney Kingsford Smith International Airport","Nov 29, 2020 @ 17:01:41.000"
"Nov 29, 2020 @ 16:53:13.000",JetBeats,"$594.62",true,"Thunder & Lightning","15,590.671","15.784971896375009","Adelaide International Airport","Il Caravaggio International Airport","Nov 29, 2020 @ 16:53:13.000"
"Nov 29, 2020 @ 16:52:53.000",JetBeats,"$989.44",false,Rain,"12,960.93","18.456793890192987","Helsinki Vantaa Airport","Ministro Pistarini International Airport","Nov 29, 2020 @ 16:52:53.000"
"Nov 29, 2020 @ 16:52:53.000","Kibana Airlines","$1,069.7",false,Clear,"8,525.011","10.929500925626222","Tulsa International Airport","Vienna International Airport","Nov 29, 2020 @ 16:52:53.000"
"Nov 29, 2020 @ 16:52:05.000",JetBeats,"$1,072.82",true,"Heavy Fog","11,113.022","16.576064632768382","Edmonton International Airport","Ministro Pistarini International Airport","Nov 29, 2020 @ 16:52:05.000"
"Nov 29, 2020 @ 16:49:35.000","Logstash Airways","$608.05",false,"Damaging Wind","544.106","0.6975714911576858","Frankfurt am Main Airport","Verona Villafranca Airport","Nov 29, 2020 @ 16:49:35.000"
"Nov 29, 2020 @ 16:49:24.000","Kibana Airlines","$762.91",false,"Damaging Wind","12,941.698","13.233053953460951","Licenciado Benito Juarez International Airport","Shanghai Hongqiao International Airport","Nov 29, 2020 @ 16:49:24.000"
"Nov 29, 2020 @ 16:48:39.000","Logstash Airways","$730.56",false,Cloudy,"1,903","7.765476631605173","Helsinki Vantaa Airport","Verona Villafranca Airport","Nov 29, 2020 @ 16:48:39.000"
"Nov 29, 2020 @ 16:42:26.000","Logstash Airways","$707.72",false,Rain,"8,018.846","8.111613311794361","Shanghai Pudong International Airport","Warsaw Chopin Airport","Nov 29, 2020 @ 16:42:26.000"
"Nov 29, 2020 @ 16:38:54.000",JetBeats,"$1,120.46",false,Rain,"9,771.723","11.63300320470952","Malpensa International Airport","Narita International Airport","Nov 29, 2020 @ 16:38:54.000"
"Nov 29, 2020 @ 16:30:29.000","Kibana Airlines","$809.59",false,"Heavy Fog","7,964.383","6.9863006812614366","Xi'an Xianyang International Airport","Zurich Airport","Nov 29, 2020 @ 16:30:29.000"
"Nov 29, 2020 @ 16:27:52.000",JetBeats,"$822.54",false,Sunny,"16,818.964","22.52257573513794","Barcelona International Airport","Melbourne International Airport","Nov 29, 2020 @ 16:27:52.000"
"Nov 29, 2020 @ 16:09:27.000","Logstash Airways","$723.71",false,Rain,"10,522.305","13.49013503664376","Cagliari Elmas Airport","Jorge Chavez International Airport","Nov 29, 2020 @ 16:09:27.000"
"Nov 29, 2020 @ 16:05:23.000","ES-Air","$838.45",false,Rain,"10,316.156","11.462395407127788","Winnipeg / James Armstrong Richardson International Airport","Xi'an Xianyang International Airport","Nov 29, 2020 @ 16:05:23.000"
"Nov 29, 2020 @ 16:04:41.000","ES-Air","$1,135.14",false,Clear,"9,595.428","8.884655290877426","Tokyo Haneda International Airport","Venice Marco Polo Airport","Nov 29, 2020 @ 16:04:41.000"
"Nov 29, 2020 @ 15:57:29.000","Kibana Airlines","$1,038.43",false,Rain,"8,018.846","7.4248570166946735","Shanghai Pudong International Airport","Warsaw Chopin Airport","Nov 29, 2020 @ 15:57:29.000"
"Nov 29, 2020 @ 15:44:06.000","Logstash Airways","$489.08",false,Rain,0,0,"Vienna International Airport","Vienna International Airport","Nov 29, 2020 @ 15:44:06.000"
"Nov 29, 2020 @ 15:38:27.000","ES-Air","$782.94",false,Clear,"9,010.338","10.011487048455031","Shanghai Hongqiao International Airport","Verona Villafranca Airport","Nov 29, 2020 @ 15:38:27.000"
"Nov 29, 2020 @ 15:25:59.000","ES-Air","$500.85",false,Sunny,"9,424.618","8.267208611573357","General Wayne A. Downing Peoria International Airport","New Chitose Airport","Nov 29, 2020 @ 15:25:59.000"
"Nov 29, 2020 @ 15:22:32.000","ES-Air","$1,087.63",false,"Damaging Wind","4,812.591","5.347322853590161","Al Maktoum International Airport","Stockholm-Arlanda Airport","Nov 29, 2020 @ 15:22:32.000"
"Nov 29, 2020 @ 15:09:46.000","ES-Air","$931.68",false,Rain,"8,868.923","9.854358517069098","Jeju International Airport","Munich Airport","Nov 29, 2020 @ 15:09:46.000"
"Nov 29, 2020 @ 15:03:17.000","Logstash Airways","$892.63",false,Cloudy,"1,223.804","1.1998076324120932","Sheremetyevo International Airport","Stockholm-Arlanda Airport","Nov 29, 2020 @ 15:03:17.000"
"Nov 29, 2020 @ 15:00:43.000",JetBeats,"$617.6",false,"Damaging Wind","16,098.642","19.165050212180304","Adelaide International Airport","Hartsfield Jackson Atlanta International Airport","Nov 29, 2020 @ 15:00:43.000"
"Nov 29, 2020 @ 14:55:01.000",JetBeats,"$843.43",false,Rain,"9,197.801","8.06824662519454","Ataturk International Airport","Savannah Hilton Head International Airport","Nov 29, 2020 @ 14:55:01.000"
"Nov 29, 2020 @ 14:52:29.000","Kibana Airlines","$1,070.48",false,Rain,"431.315","3.399365326487549","Treviso-Sant'Angelo Airport","Vienna International Airport","Nov 29, 2020 @ 14:52:29.000"
"Nov 29, 2020 @ 14:35:59.000","Kibana Airlines","$750.11",false,Sunny,"489.668","4.230067113381286","Frankfurt am Main Airport","Malpensa International Airport","Nov 29, 2020 @ 14:35:59.000"
"Nov 29, 2020 @ 14:31:33.000","Logstash Airways","$476.84",false,"Heavy Fog",0,"2.75","Zurich Airport","Zurich Airport","Nov 29, 2020 @ 14:31:33.000"
"Nov 29, 2020 @ 14:23:54.000","Logstash Airways","$1,149",false,Rain,"13,521.414","17.33514610410325","OR Tambo International Airport","Tokyo Haneda International Airport","Nov 29, 2020 @ 14:23:54.000"
"Nov 29, 2020 @ 14:23:54.000",JetBeats,"$845.6",false,"Heavy Fog","972.607","0.9535363122883657","Venice Marco Polo Airport","Warsaw Chopin Airport","Nov 29, 2020 @ 14:23:54.000"
"Nov 29, 2020 @ 14:22:27.000","Kibana Airlines","$620.35",false,Rain,"12,342.295","10.826574667016377","Portland International Airport","Sydney Kingsford Smith International Airport","Nov 29, 2020 @ 14:22:27.000"
"Nov 29, 2020 @ 14:12:46.000","ES-Air","$851.57",false,Cloudy,"6,555.576","6.069977362187575","New Chitose Airport","Rajiv Gandhi International Airport","Nov 29, 2020 @ 14:12:46.000"
"Nov 29, 2020 @ 14:08:34.000","Kibana Airlines","$546.55",false,Sunny,"1,902.756","2.8829642606584978","Olenya Air Base","Warsaw Chopin Airport","Nov 29, 2020 @ 14:08:34.000"
"Nov 29, 2020 @ 14:04:27.000","ES-Air","$659.39",false,"Heavy Fog","19,538.821","27.137250782891847","Jeju International Airport","Ministro Pistarini International Airport","Nov 29, 2020 @ 14:04:27.000"
"Nov 29, 2020 @ 13:49:08.000","Logstash Airways","$709.91",true,Hail,"1,135.639","1.261821332977375","Falcone Borsellino Airport","Munich Airport","Nov 29, 2020 @ 13:49:08.000"
"Nov 29, 2020 @ 13:45:32.000","ES-Air","$709.09",false,Cloudy,"13,700.302","10.87325572399418","Cape Town International Airport","Chicago O'Hare International Airport","Nov 29, 2020 @ 13:45:32.000"
"Nov 29, 2020 @ 13:39:16.000","ES-Air","$1,180.41",false,Cloudy,"9,260.234","12.86143643719802","Shanghai Pudong International Airport","Turin Airport","Nov 29, 2020 @ 13:39:16.000"
"Nov 29, 2020 @ 13:37:18.000",JetBeats,"$953.61",false,Sunny,"9,809.528","11.67800990515825","Milano Linate Airport","San Diego International Airport","Nov 29, 2020 @ 13:37:18.000"
"Nov 29, 2020 @ 13:36:50.000",JetBeats,"$930.75",false,Clear,"4,761.254","3.77877327540137","Chicago O'Hare International Airport","Mariscal Sucre International Airport","Nov 29, 2020 @ 13:36:50.000"
"Nov 29, 2020 @ 13:36:50.000","Kibana Airlines","$513.16",false,Rain,"6,749.844","9.374783222538793","London Gatwick Airport","Luis Munoz Marin International Airport","Nov 29, 2020 @ 13:36:50.000"
"Nov 29, 2020 @ 13:33:18.000","ES-Air","$862.49",false,Clear,"7,964.383","12.067246631269752","Xi'an Xianyang International Airport","Zurich Airport","Nov 29, 2020 @ 13:33:18.000"
"Nov 29, 2020 @ 13:32:38.000","Kibana Airlines","$726.66",false,Clear,"6,769.885","9.402617648940504","Mariscal Sucre International Airport","Seattle Tacoma International Airport","Nov 29, 2020 @ 13:32:38.000"
"Nov 29, 2020 @ 13:29:30.000","Kibana Airlines","$491.69",false,Rain,"447.07","0.4139534204196068","Naples International Airport","Pisa International Airport","Nov 29, 2020 @ 13:29:30.000"
"Nov 29, 2020 @ 13:27:10.000","Logstash Airways","$1,024.72",false,"Damaging Wind","7,570.918","8.41213120152196","Buffalo Niagara International Airport","Catania-Fontanarossa Airport","Nov 29, 2020 @ 13:27:10.000"
"Nov 29, 2020 @ 13:21:52.000","ES-Air","$944.17",false,Cloudy,"6,734.174","7.014765029251858","Amsterdam Airport Schiphol","Charlotte Douglas International Airport","Nov 29, 2020 @ 13:21:52.000"
"Nov 29, 2020 @ 13:18:39.000","Logstash Airways","$1,153.36",false,"Heavy Fog","5,947.205","10.506671729052941","Luis Munoz Marin International Airport","Ministro Pistarini International Airport","Nov 29, 2020 @ 13:18:39.000"
"Nov 29, 2020 @ 13:13:24.000",JetBeats,"$1,140.57",false,"Thunder & Lightning","14,951.182","18.408021656397878","Chhatrapati Shivaji International Airport","Ministro Pistarini International Airport","Nov 29, 2020 @ 13:13:24.000"
"Nov 29, 2020 @ 13:01:46.000","Kibana Airlines","$320.62",false,Clear,0,0,"Zurich Airport","Zurich Airport","Nov 29, 2020 @ 13:01:46.000"
"Nov 29, 2020 @ 13:00:41.000","ES-Air","$1,182.73",false,Rain,"14,599.797","13.416497170683765","Olenya Air Base","Sydney Kingsford Smith International Airport","Nov 29, 2020 @ 13:00:41.000"
"Nov 29, 2020 @ 12:55:17.000","ES-Air","$291.89",false,Sunny,0,0,"Naples International Airport","Naples International Airport","Nov 29, 2020 @ 12:55:17.000"
"Nov 29, 2020 @ 12:55:17.000","Kibana Airlines","$1,073.01",true,Hail,"8,914.821","10.612882709187874","Dublin Airport","New Chitose Airport","Nov 29, 2020 @ 12:55:17.000"
"Nov 29, 2020 @ 12:46:41.000","Logstash Airways","$868.06",false,Cloudy,"3,016.838","3.3520422007727224","Licenciado Benito Juarez International Airport","MBS International Airport","Nov 29, 2020 @ 12:46:41.000"
"Nov 29, 2020 @ 12:45:26.000",JetBeats,"$829.08",true,Sunny,"9,988.444","7.927336868550438","Mariscal Sucre International Airport","Oslo Gardermoen Airport","Nov 29, 2020 @ 12:45:26.000"
"Nov 29, 2020 @ 12:45:26.000","Kibana Airlines","$965.51",false,Clear,"9,688.45","9.498480639667553","Sydney Kingsford Smith International Airport","Ukrainka Air Base","Nov 29, 2020 @ 12:45:26.000"
"Nov 29, 2020 @ 12:45:26.000","ES-Air","$1,105.94",false,Cloudy,"11,317.576","14.5097134030323","Itami Airport","Richmond International Airport","Nov 29, 2020 @ 12:45:26.000"
"Nov 29, 2020 @ 12:41:21.000","Logstash Airways","$918.31",false,Sunny,"7,105.544","7.895048869073112","Norfolk International Airport","Venice Marco Polo Airport","Nov 29, 2020 @ 12:41:21.000"
"Nov 29, 2020 @ 12:40:33.000","ES-Air","$685.84",false,Cloudy,"1,952.074","1.7123454509823097","Helsinki Vantaa Airport","Milano Linate Airport","Nov 29, 2020 @ 12:40:33.000"
"Nov 29, 2020 @ 12:31:14.000","Logstash Airways","$1,128.59",false,Cloudy,"7,539.716","10.47182740829473","Adelaide International Airport","Shanghai Hongqiao International Airport","Nov 29, 2020 @ 12:31:14.000"
"Nov 29, 2020 @ 12:30:58.000","Kibana Airlines","$357.75",false,Sunny,"1,377.15","1.9127083422385702","Tucson International Airport","Wichita Mid Continent Airport","Nov 29, 2020 @ 12:30:58.000"
"Nov 29, 2020 @ 12:23:26.000",JetBeats,"$762.77",false,Clear,"11,075.531","14.199398207038767","Charles de Gaulle International Airport","Ministro Pistarini International Airport","Nov 29, 2020 @ 12:23:26.000"
"Nov 29, 2020 @ 12:19:13.000","ES-Air","$554.5",false,Clear,"4,713.115","4.134311748686145","Dubai International Airport","Malpensa International Airport","Nov 29, 2020 @ 12:19:13.000"
"Nov 29, 2020 @ 12:17:01.000",JetBeats,"$294.63",false,"Heavy Fog",0,"0.25","Verona Villafranca Airport","Verona Villafranca Airport","Nov 29, 2020 @ 12:17:01.000"
"Nov 29, 2020 @ 11:54:19.000","ES-Air","$608.18",false,"Thunder & Lightning","6,484.891","8.313962782126826","Montreal / Pierre Elliott Trudeau International Airport","Warsaw Chopin Airport","Nov 29, 2020 @ 11:54:19.000"
"Nov 29, 2020 @ 11:44:43.000","Kibana Airlines","$806.24",false,Sunny,"9,238.4","17.747575343356168","Itami Airport","Munich Airport","Nov 29, 2020 @ 11:44:43.000"
"Nov 29, 2020 @ 11:44:43.000","ES-Air","$547.79",false,Cloudy,"14,288.052","11.839723649541718","Sydney Kingsford Smith International Airport","Winnipeg / James Armstrong Richardson International Airport","Nov 29, 2020 @ 11:44:43.000"
"Nov 29, 2020 @ 11:37:35.000",JetBeats,"$742.95",false,Clear,"1,171.458","0.9762148527408361","London Luton Airport","Venice Marco Polo Airport","Nov 29, 2020 @ 11:37:35.000"
"Nov 29, 2020 @ 11:33:28.000","ES-Air","$494.1",false,Sunny,"818.182","1.136363668042512","Detroit Metropolitan Wayne County Airport","Greenville Spartanburg International Airport","Nov 29, 2020 @ 11:33:28.000"
"Nov 29, 2020 @ 11:33:28.000",JetBeats,"$969.25",false,"Heavy Fog","9,545.869","10.606521628831725","Itami Airport","London Gatwick Airport","Nov 29, 2020 @ 11:33:28.000"
"Nov 29, 2020 @ 11:25:16.000","Logstash Airways","$908.44",false,"Heavy Fog","344.758","0.47883077540941155","Treviso-Sant'Angelo Airport","Zurich Airport","Nov 29, 2020 @ 11:25:16.000"
"Nov 29, 2020 @ 11:22:24.000",JetBeats,"$553.19",false,Rain,"1,008.611","1.2930904516154988","Manchester Airport","Zurich Airport","Nov 29, 2020 @ 11:22:24.000"
"Nov 29, 2020 @ 11:13:51.000","ES-Air","$601.19",false,Sunny,"10,438.181","13.382283919453553","Licenciado Benito Juarez International Airport","Naples International Airport","Nov 29, 2020 @ 11:13:51.000"
"Nov 29, 2020 @ 11:10:07.000","ES-Air","$576.15",true,"Heavy Fog","9,013.865","13.657370931218543","Ataturk International Airport","Louisville International Standiford Field","Nov 29, 2020 @ 11:10:07.000"
"Nov 29, 2020 @ 11:00:45.000","Kibana Airlines","$1,079.62",false,Rain,"10,999.501","10.18472359723277","Bradley International Airport","Incheon International Airport","Nov 29, 2020 @ 11:00:45.000"
"Nov 29, 2020 @ 10:54:10.000",JetBeats,"$431.6",false,Sunny,"254.95","0.2832783293538629","Turin Airport","Verona Villafranca Airport","Nov 29, 2020 @ 10:54:10.000"
"Nov 29, 2020 @ 10:54:01.000","Kibana Airlines","$990.41",false,"Heavy Fog","5,895.895","10.709162111235893","Olenya Air Base","Xi'an Xianyang International Airport","Nov 29, 2020 @ 10:54:01.000"
"Nov 29, 2020 @ 10:52:37.000","ES-Air","$446.12",false,Sunny,0,"0.25","El Dorado International Airport","El Dorado International Airport","Nov 29, 2020 @ 10:52:37.000"
"Nov 29, 2020 @ 10:46:20.000","ES-Air","$575.39",false,"Heavy Fog","11,307.023","12.91844145343024","Luis Munoz Marin International Airport","OR Tambo International Airport","Nov 29, 2020 @ 10:46:20.000"
"Nov 29, 2020 @ 10:44:54.000","Kibana Airlines","$353.1",true,Cloudy,"96.994","1.3969606512347277","Malpensa International Airport","Turin Airport","Nov 29, 2020 @ 10:44:54.000"
"Nov 29, 2020 @ 10:40:58.000","Logstash Airways","$1,180.78",false,Rain,"11,588.737","12.821601293947955","Chengdu Shuangliu International Airport","Rochester International Airport","Nov 29, 2020 @ 10:40:58.000"
"Nov 29, 2020 @ 10:31:29.000","Kibana Airlines","$556.99",false,Hail,"9,762.677","8.135564358052665","Kansai International Airport","Leonardo da Vinci - Fiumicino Airport","Nov 29, 2020 @ 10:31:29.000"
"Nov 29, 2020 @ 10:22:02.000","Logstash Airways","$857.73",false,Clear,"8,002.647","9.5269603197954","Leonardo da Vinci - Fiumicino Airport","Ukrainka Air Base","Nov 29, 2020 @ 10:22:02.000"
"Nov 29, 2020 @ 10:03:16.000","Logstash Airways","$976.61",false,Clear,"1,369.385","3.3248255088659047","Manchester Airport","Venice Marco Polo Airport","Nov 29, 2020 @ 10:03:16.000"
"Nov 29, 2020 @ 09:54:42.000","Logstash Airways","$510.51",false,Sunny,"8,748.616","9.113141528806636","Salt Lake City International Airport","Turin Airport","Nov 29, 2020 @ 09:54:42.000"
"Nov 29, 2020 @ 09:39:51.000","Kibana Airlines","$718.57",false,Hail,"4,823.286","11.199008206579114","Ataturk International Airport","Chhatrapati Shivaji International Airport","Nov 29, 2020 @ 09:39:51.000"
"Nov 29, 2020 @ 09:38:01.000",JetBeats,"$878.91",false,Rain,"15,343.039","17.0358656950269","Ministro Pistarini International Airport","Rajiv Gandhi International Airport","Nov 29, 2020 @ 09:38:01.000"
"Nov 29, 2020 @ 09:36:37.000","Logstash Airways","$793.08",false,"Heavy Fog","10,641.537","9.334681318027888","Incheon International Airport","Lester B. Pearson International Airport","Nov 29, 2020 @ 09:36:37.000"
"Nov 29, 2020 @ 09:20:41.000","ES-Air","$766.03",true,"Damaging Wind","15,023.543","25.010952121381305","Kempegowda International Airport","Ministro Pistarini International Airport","Nov 29, 2020 @ 09:20:41.000"
"Nov 29, 2020 @ 09:04:44.000",JetBeats,"$909.69",false,Rain,"15,973.506","16.63906914144018","Mariscal Sucre International Airport","Shanghai Pudong International Airport","Nov 29, 2020 @ 09:04:44.000"
"Nov 29, 2020 @ 08:57:00.000","Logstash Airways","$711.8",false,Clear,"8,695.824","9.058150518442282","Chengdu Shuangliu International Airport","Sydney Kingsford Smith International Airport","Nov 29, 2020 @ 08:57:00.000"
"Nov 29, 2020 @ 08:52:33.000","Kibana Airlines","$935.04",true,Rain,"1,678.552","1.8650578109079494","Jeju International Airport","New Chitose Airport","Nov 29, 2020 @ 08:52:33.000"
"Nov 29, 2020 @ 08:50:18.000",JetBeats,"$749.83",true,Rain,"7,681.502","6.738159340916645","Berlin-Tegel Airport","Luis Munoz Marin International Airport","Nov 29, 2020 @ 08:50:18.000"
"Nov 29, 2020 @ 08:49:23.000","Logstash Airways","$512.08",true,Rain,"9,265.264","15.28827945215048","Jeju International Airport","London Heathrow Airport","Nov 29, 2020 @ 08:49:23.000"
"Nov 29, 2020 @ 08:45:33.000",JetBeats,"$890.12",false,Clear,"432.9","0.3797370360972705","Venice Marco Polo Airport","Vienna International Airport","Nov 29, 2020 @ 08:45:33.000"
"Nov 29, 2020 @ 08:07:02.000","Logstash Airways","$731.36",false,Hail,"5,893.56","8.929635770424428","Al Maktoum International Airport","Beijing Capital International Airport","Nov 29, 2020 @ 08:07:02.000"
"Nov 29, 2020 @ 08:04:10.000","Logstash Airways","$670.52",false,"Heavy Fog","6,307.639","5.00606284114556","Rajiv Gandhi International Airport","Warsaw Chopin Airport","Nov 29, 2020 @ 08:04:10.000"
"Nov 29, 2020 @ 07:45:55.000","Logstash Airways","$1,027.96",false,Rain,"16,339.477","24.75678408916694","El Dorado International Airport","Kempegowda International Airport","Nov 29, 2020 @ 07:45:55.000"
"Nov 29, 2020 @ 07:39:55.000","Kibana Airlines","$1,035.72",false,Rain,"6,762.373","8.669709042151702","Newport News Williamsburg International Airport","Stockholm-Arlanda Airport","Nov 29, 2020 @ 07:39:55.000"
